"…Ë±∏±‡¬Î","≤ ¡Â∑—","∂Ã–≈∑—","±æµÿ”Ô“ÙÕ®ª∞∑—","≥§Õæ”Ô“ÙÕ®ª∞∑—"," °ƒ⁄”Ô“Ù¬˛”Œ∑—"," °º ”Ô“Ù¬˛”Œ∑—","π˙º ”Ô“Ù≥§Õæ∑—","…œÕ¯º∞ ˝æ›Õ®–≈∑—","◊€∫œ‘ˆ÷µ∑˛ŒÒ∑—","¿¥µÁœ‘ æ∑—","◊‹∑—”√","…œÕ¯¥Œ ˝","…œÕ¯ ±≥§"," «∑Ò—”≥ŸΩ…∑—","÷˜Ω–¥Œ ˝","±ªΩ–¥Œ ˝","±æµÿÕ®ª∞¥Œ ˝"," °ƒ⁄¬˛”ŒÕ®ª∞¥Œ ˝"," °º ¬˛”ŒÕ®ª∞¥Œ ˝","π˙º ¬˛”ŒÕ®ª∞¥Œ ˝","÷˜Ω–Õ®ª∞∑÷÷” ˝","±ªΩ–Õ®ª∞∑÷÷” ˝","±æµÿÕ®ª∞∑÷÷” ˝","≥§Õæ”Ô“ÙÕ®ª∞∑÷÷” ˝"," °ƒ⁄¬˛”ŒÕ®ª∞∑÷÷” ˝"," °º ¬˛”ŒÕ®ª∞∑÷÷” ˝","π˙º ¬˛”ŒÕ®ª∞∑÷÷” ˝","»∫ƒ⁄Õ®ª∞¥Œ ˝","»∫ƒ⁄Õ®ª∞∑÷÷” ˝","»∫Õ‚Õ®ª∞¥Œ ˝","»∫Õ‚Õ®ª∞∑÷÷” ˝","√¶ ±Õ®ª∞¥Œ ˝","√¶ ±Õ®ª∞∑÷÷” ˝","œ– ±Õ®ª∞¥Œ ˝","œ– ±Õ®ª∞∑÷÷” ˝","∫Ù◊™¥Œ ˝","≤¶¥ÚÀ˚Õ¯øÕ∑˛¥Œ ˝","≤¶¥Ú÷–µÁ–≈Õ®ª∞¥Œ ˝","≤¶¥Ú÷–µÁ–≈Õ®ª∞∑÷÷” ˝","≤¶¥Ú÷–¡™Õ®Õ®ª∞¥Œ ˝","≤¶¥Ú÷–¡™Õ®Õ®ª∞∑÷÷” ˝","≤¶¥Ú÷–“∆∂ØÕ®ª∞¥Œ ˝","≤¶¥Ú÷–“∆∂ØÕ®ª∞∑÷÷” ˝","≤¶¥ÚπÃª∞Õ®ª∞¥Œ ˝","≤¶¥ÚπÃª∞Õ®ª∞∑÷÷” ˝","÷˜Ω–Õ®ª∞¡™œµ»À ˝¡ø","±ªΩ–Õ®ª∞¡™œµ»À ˝¡ø"
"11925",1.04,2.75,0,5.69,7.12,1.56,0,34.66,1.45,6.12,93.8,67,6025.283333,"∑Ò",99,66,0,165,0,0,272,132,0,0,404,0,0,0,0,165,314.8,142,265.7,23,49.1,0,0,0,0,1,5.1,89,198.4,99,219.9,2,10
"11926",6.92,2.3,0,7.84,3.2,2.16,0,70.92,2.67,11.24,156.56,439,16278.58333,"∑Ò",204,248,421,2,29,0,682,754,957,386,3,90,0,145,335.2,307,866.6,228,731.2,224,470.6,0,0,95,179.1,2,1.7,98,393.3,204,583.2,25,80
"11927",1.62,0.89,0.37,3.02,1.2,0.8,0,45.4,2.26,9.5,86.8,167,26061.25,"∑Ò",186,172,357,1,0,0,336,305,608,32,1,0,0,37,38.5,321,410.4,288,383.6,70,65.3,0,0,25,23.2,45,65.8,103,141.7,186,236.8,16,40
"11928",7.28,0,0,13.61,5.56,3.74,0,24.81,13.16,10.66,159,0,0," «",17,69,69,4,13,0,42,187,196,2,7,24,0,48,128.1,38,56,69,142.5,17,41.6,0,0,7,26.2,2,2.9,4,1.5,17,32.2,5,23
"11929",5,5.9,0,3.42,120.34,0.43,0,4.65,29.28,5.57,180.38,20,58.58333333,"∑Ò",199,97,0,296,0,0,537,198,0,0,735,0,0,0,0,296,578.1,234,431.8,62,146.3,0,0,17,39.7,19,79,160,308.2,199,432.1,5,34
"11930",1.6,4.66,10.05,18.22,11.06,1.78,0,29.86,12.16,7.46,200.45,95,4955.483333,"∑Ò",337,215,442,110,0,0,651,413,595,288,181,0,0,0,0,552,771.5,305,437.5,247,334,0,0,65,56.7,25,25.4,233,360.9,337,471.5,25,52
"11931",7.28,10.6,0.6,18.26,5.56,3.74,0,14.81,3.16,10.66,149.85,153,2217.433333,"∑Ò",198,188,386,0,0,0,695,333,439,589,0,0,0,0,0,386,829.1,209,596.6,177,232.5,0,0,74,70.2,26,91.8,97,430.8,198,593.5,13,43
"11932",1.92,15.8,7.05,33.94,3.2,2.16,0,15.66,32.67,11.24,168.25,43,2580.083333,"∑Ò",153,103,155,101,0,0,581,417,243,259,496,0,0,0,0,256,867.5,202,716.9,54,150.6,0,0,7,7.9,11,37.9,98,378.9,153,503.3,13,20
"11933",2.28,2.2,0,13.61,5.56,3.74,0,63.25,3.16,10.66,198.8,126,42176.08333,"∑Ò",392,422,814,0,0,0,869,728,1126,471,0,0,0,6,10.7,808,1163,694,997.9,120,175.8,0,0,16,22.5,48,95.3,313,539.7,392,670.4,23,107
"11934",6.6,3.36,0,6.52,2.66,1.78,0,29.86,7.16,7.46,169,5,61.43333333,"∑Ò",110,42,152,0,0,0,130,65,183,12,0,0,0,0,0,152,105,97,59.2,55,45.8,0,0,9,3.9,3,1,44,27.3,110,62.5,8,19
"11935",1.92,2.3,0,7.84,3.2,2.16,0,15.66,2.67,11.24,91.3,62,1243.633333,"∑Ò",66,92,137,21,0,0,193,228,277,111,33,0,0,0,0,158,340.2,117,263,41,77.2,0,0,3,3.1,0,0,56,142.5,66,159.1,7,45
"11936",0.79,3.86,22.05,9.67,7.18,2,0,27.86,1.08,3.72,209.15,1119,33554.61667,"∑Ò",267,178,395,23,27,0,565,352,705,120,48,44,0,0,0,445,685.8,292,471.6,153,214.2,0,0,65,144.3,21,35.5,153,215.5,267,430.5,20,49
"11937",0.62,1.92,28.5,112.68,4.06,93.01,0,20.35,11.84,7.18,332.95,223,10407.98333,"∑Ò",433,331,492,16,256,0,1905,1008,986,918,58,951,0,0,0,764,2520.6,446,1618.2,318,902.4,0,0,94,357.5,124,543.6,204,697.6,433,1683.4,16,64
"11938",1.04,4.15,0,5.69,2.32,1.56,0,154.5,1.46,6.11,210.23,1323,0,"∑Ò",88,72,160,0,0,0,195,93,222,66,0,0,0,0,0,160,203.5,109,120.9,51,82.6,0,3,4,1.6,18,66.4,52,37.2,88,147.9,7,17
"11939",5.64,2.48,6.45,3.76,5.32,0.95,0,45.38,7.81,3.73,136.63,171,41716.41667," «",90,67,96,61,0,0,311,488,574,92,133,0,0,0,0,157,714.2,123,464.5,34,249.8,0,0,0,0,16,116.6,59,115.9,90,261.1,4,24
"11940",0,10.4,16.5,8.7,22.24,1.3,0,49.6,5.63,3.38,131.73,337,16983.5,"∑Ò",286,337,510,108,5,0,500,531,840,21,163,7,0,0,0,623,720.9,433,532.2,190,188.7,0,0,64,64.5,24,33.4,178,223.8,286,361.4,29,63
"11941",5.79,2.07,0,4.28,1.75,18.27,0,26.1,6.08,4.61,116.1,161,43053.56667," «",95,125,0,0,220,0,354,675,0,0,0,1029,0,0,0,220,915.3,146,607.7,74,307.6,0,0,16,18.9,30,66.1,28,43.6,95,305.3,2,29
"11942",6.04,2.75,0,5.69,2.32,1.56,0,34.67,1.46,6.11,94,91,898.5666667,"∑Ò",73,49,0,0,122,0,233,118,0,0,0,351,0,0,0,122,292.8,70,200.2,52,92.6,0,0,0,0,25,50.9,45,142.7,73,195.8,2,30
"11943",0.99,28.97,0,5.32,41.17,1.46,0,45.12,6.34,11.44,172.29,1353,15879.43333,"∑Ò",275,211,0,486,0,0,500,403,0,0,903,0,0,0,0,486,652.1,343,480.6,143,171.6,0,0,46,58.7,41,33.6,147,223.2,275,355.3,8,103
"11944",0.64,3.08,0,3.46,1.42,0.95,0,21.13,35.88,3.73,125.4,48,71.48333333," «",161,177,307,0,31,0,264,359,443,58,0,122,0,0,0,338,434.3,243,322,95,112.3,0,0,28,30.7,9,6.5,55,47.4,161,167.8,11,44
"11945",2.82,24.25,0,41.47,16.96,11.37,0,149.05,9.98,13.42,501.1,199,36861.9,"∑Ò",591,547,971,167,0,0,1025,866,1480,143,268,0,0,35,33.5,1103,1242.9,746,835.1,392,441.3,0,0,97,115,40,47.1,418,501.6,591,707.6,41,127
"11946",2.08,10.2,0,22.64,9.26,6.21,0,33.57,7.86,9.79,224.2,258,41251.16667," «",115,90,173,32,0,0,254,149,209,128,66,0,0,0,0,205,290.5,148,190.3,57,100.2,0,0,30,48.9,5,6.9,80,137.2,115,192.9,7,19
"11947",5.86,4.25,3.9,36.13,10.94,7.65,0,21.89,8.2,4.06,192.9,197,35281,"∑Ò",197,168,196,130,39,0,533,575,251,244,454,159,0,0,0,365,912.8,225,476.8,140,436,0,0,46,42.4,27,36.9,114,328.7,197,426.2,14,46
"11948",6.01,4.29,0,6.85,2.8,1.87,0,28.78,16.36,4.67,184.09,0,0,"∑Ò",133,119,252,0,0,0,718,462,959,221,0,0,0,188,597.6,64,459.1,177,886.6,75,170.1,0,0,96,417.2,1,3.2,28,222,133,654.4,5,19
"11949",2.28,1.3,0,13.61,5.56,3.74,0,14.81,3.16,10.66,199,124,5927.716667,"∑Ò",145,89,203,1,30,0,201,127,235,31,1,61,0,2,1.5,232,185.4,154,128.8,80,58.1,0,0,2,0.6,37,30.1,97,75.9,145,110,5,36
"11950",1.02,2.69,0,3.47,1.42,0.95,0,58.85,1.4,5.97,102.4,629,0,"∑Ò",82,69,131,0,20,0,374,117,295,54,0,142,0,18,11.1,133,396.3,117,356.6,34,50.8,0,0,11,6.3,5,1.5,53,254.6,82,329.6,10,26
"11951",6.03,2.71,0,3.5,1.43,0.96,0,50.11,11.41,6.02,109,135,36697.91667,"∑Ò",71,91,162,0,0,0,223,210,406,27,0,0,0,17,9.5,145,347.1,134,283,28,73.5,0,0,6,27.4,24,81,41,81.6,71,190,4,23
"11952",2.68,5.66,0,10.96,4.49,3.01,0,50.31,3.7,12.56,199,374,34401.76667,"∑Ò",252,220,130,299,43,0,409,336,204,0,473,68,0,130,129.8,342,364.2,317,325.3,155,168.8,0,0,71,78.4,31,33.5,134,148.3,252,278.2,17,65
"11953",6.3,16.56,0,19.74,8.06,5.43,0,62.31,1.76,6.13,307,350,34426.36667,"∑Ò",248,160,326,41,41,0,875,274,549,357,127,116,0,0,0,408,947.7,296,726.2,112,221.5,0,0,48,119.4,3,9.6,108,300,248,754.1,25,42
"11954",2.36,4.96,0,12.73,5.23,3.52,0,53.52,13.26,11.02,186,360,27627.85,"∑Ò",161,124,235,13,37,0,450,353,622,66,30,85,0,50,75.5,235,583.8,204,543.3,81,115.9,0,0,44,62,1,2.5,83,252.5,161,369.9,24,49
"11955",6.92,1.5,0,7.84,3.2,74.81,0,23.89,17.67,11.24,196.38,127,6574.283333,"∑Ò",282,187,78,0,391,0,911,557,293,0,0,1175,0,78,252.9,391,975.5,302,769.1,167,459.3,0,0,74,235.5,23,43.8,53,169.6,282,765.4,13,41
"11956",5.93,2.45,0,2.11,0.86,0.58,0,21.16,1.3,5.45,91,20,336.9833333,"∑Ò",29,17,0,0,46,0,76,121,0,0,0,197,0,0,0,46,173,25,91.5,21,81.5,0,0,12,38.6,2,1.8,15,21.2,29,61.6,1,0
"11957",5.78,2.04,6.6,17.42,1.73,1.16,0,45.72,1.06,4.54,133.8,1,15.85,"∑Ò",156,40,196,0,0,0,378,70,162,286,0,0,0,0,0,196,341.3,133,266.2,63,75.1,0,0,20,31.2,10,10.8,42,68.5,156,292.7,9,17
"11958",6.47,17.7,0,6.73,2.75,1.85,0,24.53,16,8.7,124.9,19,1719.516667,"∑Ò",151,205,353,3,0,0,278,321,565,29,5,0,0,0,0,356,414.5,265,294.2,91,120.3,0,0,65,73.9,13,14.8,64,82.4,151,203.7,14,45
"11959",6.6,3.36,0,6.52,2.66,1.78,0,29.86,2.16,7.46,164,167,31733.86667,"∑Ò",69,17,71,0,15,0,156,53,91,87,0,31,0,0,0,86,168.5,57,127.5,29,41,0,0,8,14.7,5,4.9,44,88.3,69,123.2,5,11
"11960",1.92,4,0,7.84,3.2,2.16,0,20.66,7.97,11.24,108.4,226,8254.133333,"∑Ò",93,72,165,0,0,0,343,271,535,79,0,0,0,7,6.4,158,526.2,133,373,32,159.7,0,0,8,16.3,8,8.2,51,238.1,93,295.9,8,20
"11961",1.92,0,0,7.84,3.2,2.16,0,30.61,2.67,11.24,108.95,133,2389.216667,"∑Ò",129,73,111,17,74,0,304,193,227,130,21,119,0,36,112.6,166,277.3,133,281.4,69,108.5,0,0,17,27.5,10,5.8,97,199.6,129,235.8,4,16
"11962",0.58,15.3,0,10.67,4.37,2.93,0,5.86,0.79,2.73,154.8,209,22940.56667,"∑Ò",260,227,483,4,0,0,919,384,751,547,5,0,0,81,81.7,406,967.1,322,740.5,165,308.3,0,1,69,76.9,62,398.6,100,237.8,260,785.1,35,51
"11963",1.92,0,0,7.84,3.2,2.16,0,20.66,10.67,11.24,107,122,31528.9,"∑Ò",58,53,25,0,86,0,95,78,36,0,0,137,0,25,23.9,86,93.3,63,81.3,48,35.9,0,0,21,19.4,1,1.4,36,43.1,58,64,3,14
"11964",5.64,1.68,12.75,80.86,1.72,0.95,0,21.13,15.88,3.73,199.45,1897,26866.48333,"∑Ò",173,122,288,7,0,0,859,180,304,722,13,0,0,0,0,295,871.5,202,284,93,587.5,0,0,4,3.4,17,14,75,68,173,761.3,14,45
"11965",7.6,6.68,0,14.03,5.79,3.89,0,176.96,8.64,12.18,323,1237,3332.816667," «",202,182,0,384,0,0,934,422,0,0,1356,0,0,0,0,384,1156.1,263,949.3,121,206.8,0,0,8,7.7,57,437.5,127,344.1,202,828.9,7,42
"11966",3.55,2.55,0,6.53,2.69,1.81,0,27.55,4.03,5.66,150,1814,43018.01667,"∑Ò",271,100,0,0,371,0,585,154,0,0,0,739,0,0,0,371,551.9,276,397.1,95,154.8,0,0,15,24.5,53,157.6,200,252,271,446.4,8,40
"11967",3.44,2.48,0,6.34,2.62,1.76,0,26.75,1.66,5.5,150,198,10766.55,"∑Ò",158,110,0,0,268,0,404,252,0,0,0,656,0,0,0,268,520.8,210,407.4,58,113.4,0,0,21,33.1,66,139.9,53,128.7,158,324.7,7,38
"11968",3.55,2.55,0,6.53,2.69,1.81,0,27.55,4.03,5.66,150,179,48291.13333,"∑Ò",228,81,291,18,0,0,770,239,405,533,71,0,0,44,59.4,265,795.5,193,540.3,116,314.5,0,0,42,53.5,37,136.2,117,426.1,228,654.9,15,39
"11969",2.94,2.55,0,5.53,2.26,1.52,0,21.21,11.18,2.83,158,292,34704.96667,"∑Ò",348,221,569,0,0,0,621,418,1026,13,0,0,0,0,0,569,743.3,400,562,169,181.4,2,0,40,53.8,40,53.5,154,199.1,346,428.6,32,87
"11970",5,0.2,13.5,39.17,1.76,3.52,0,6.36,18.47,7.63,91.11,2,11.35,"∑Ò",227,170,395,2,0,0,433,335,636,129,3,0,0,0,0,397,526.9,266,359.9,131,167,0,0,63,43.8,21,7.9,101,107.1,227,292.4,13,45
"11971",1.04,7.6,0,3.63,1.47,0.99,0,3.12,6.43,4.91,18.6,0,0,"∑Ò",74,90,0,164,0,0,153,237,0,0,390,0,0,0,0,164,305.9,103,199,61,106.9,0,0,8,6.9,8,20.3,46,79.9,74,113.8,4,77
"11972",0.99,2.57,0,4.47,1.82,1.23,0,83.27,29.34,5.72,180.3,593,33120.21667,"∑Ò",126,120,246,0,0,0,395,265,624,36,0,0,0,115,275,131,262.4,162,377.3,84,160,0,0,81,205.2,6,5.9,29,99.4,126,335.9,13,54
"11973",7.6,5.48,0,14.03,5.79,3.89,0,59.16,8.64,12.18,204,11,1168.383333," «",168,95,263,0,0,0,406,185,436,155,0,0,0,0,0,263,448.7,182,333.6,81,115.1,0,0,83,68.6,9,26,66,208.7,168,313.6,19,16
"11974",0.99,2.66,0,5.32,2.17,1.46,0,32.43,6.34,11.44,99.09,0,0,"∑Ò",155,125,277,3,0,0,503,173,340,332,4,0,0,48,26.6,232,483.4,160,325.1,120,184.9,0,0,43,32.7,8,6.2,99,353.2,155,408.4,15,29
"11975",5,3.2,123.75,8.12,0.58,0,0,12.68,20.57,4.58,192.44,175,19213.51667,"∑Ò",507,181,687,1,0,0,1725,447,2142,28,2,0,0,0,0,688,1833.1,423,1257.5,265,575.7,0,0,140,305,52,129.8,227,873.6,507,1480.4,29,34
"11976",7.08,20,0,22.64,9.26,6.21,0,13.57,7.86,9.79,224,0,0,"∑Ò",655,143,798,0,0,0,932,217,1104,45,0,0,0,25,44.6,773,681.6,481,458.9,317,267.3,0,0,107,117.9,78,70,400,314.7,655,587.8,29,99
"11977",0.89,2.31,0,4.79,1.95,1.31,0,38.16,16.2,10.28,109,1569,0,"∑Ò",85,30,87,28,0,0,173,41,55,103,56,0,0,5,1.8,110,157.3,76,111.9,39,47.2,0,0,6,7.6,2,1.3,75,115.6,85,131.9,7,0
"11978",6.04,2.75,7.2,28.94,2.92,1.56,0,34.66,6.45,6.12,130.05,94,30996.38333,"∑Ò",127,51,173,5,0,0,474,155,345,258,26,0,0,0,0,178,540.9,131,437,47,103.8,0,0,12,17.1,0,0,103,360.9,127,409.5,18,19
"11979",5.93,2.45,11.11,21.68,7.06,2.15,0.24,21.15,1.3,5.45,97.69,0,0,"∑Ò",305,199,453,39,11,1,641,312,574,271,84,23,1,218,133.6,286,526,320,450.2,184,209.3,0,0,152,145.8,6,9.7,130,289.3,305,469.2,30,56
"11980",7.6,5.48,0,14.03,5.79,3.89,0,59.16,13.64,12.18,209,60,2727.833333,"∑Ò",290,589,879,0,0,0,383,784,1164,3,0,0,0,221,144.2,658,537.2,606,471.1,273,210.3,0,0,129,74.9,10,5.5,143,129.6,290,222.1,26,201
"11981",2.6,5.48,0,14.03,5.79,3.89,0,59.16,3.64,12.18,199,172,8879.383333,"∑Ò",106,299,404,0,0,1,132,430,542,19,0,0,1,129,85.6,276,267.6,260,245.5,145,107.7,0,0,55,37.4,4,4,28,21.6,106,77.3,20,96
"11982",2.6,12.45,0,14.03,5.79,3.89,0,59.16,3.64,12.18,200.97,447,26674.46667,"∑Ò",278,172,270,8,172,0,513,357,428,115,15,312,0,0,0,450,627.4,299,408.9,151,218.5,0,0,7,3.6,61,107.7,194,229.2,278,357.5,12,37
"11983",2.08,14,0,22.64,9.26,6.21,0,33.91,2.86,9.79,288.95,2325,41736.25,"∑Ò",681,645,1278,5,43,0,1127,1100,2051,101,7,68,0,458,373.6,868,1098,867,1018.9,459,452.7,0,0,372,331.6,34,58.3,245,331.5,681,751.8,49,161
"11984",6.01,3.26,0.15,5.95,2.24,1.51,0,33.49,9.41,5.91,142.2,223,9592.533333,"∑Ò",98,44,138,4,0,0,261,117,305,65,8,0,0,0,0,142,310,95,219.1,47,91,0,0,19,72.8,3,1.6,46,67.8,98,212.5,13,20
"11985",3.36,4.45,0,7.91,3.52,2.17,0,30.29,18.67,4.05,210.09,526,33840.33333," «",95,97,171,21,0,0,556,445,538,420,43,0,0,0,0,192,902.6,149,671.7,43,230.9,0,0,33,180.8,5,23,26,239.7,95,510.1,16,31
"11986",5.86,3.65,0,7.91,3.23,2.17,0,35.29,1.17,4.05,204,208,28359.21667,"∑Ò",235,119,332,14,0,8,379,186,500,34,20,0,11,0,0,354,374.6,244,242.2,110,132.4,0,0,45,42.6,18,11.6,128,131.5,235,253.6,36,49
"11987",0.85,4.69,29.79,36.71,3.19,2.15,24.5,29.93,4.12,4,273.99,83,1533.066667,"∑Ò",224,48,247,0,0,25,825,87,467,395,0,0,50,0,0,272,778.5,191,537.1,81,241.4,0,0,11,34.2,63,250.4,139,410.2,224,715.6,13,19
"11988",1.29,26.47,1.07,21.32,19.89,5.4,0,61.98,1.75,6.09,317.1,379,24676.3,"∑Ò",474,273,239,404,104,0,2157,961,732,149,1817,420,0,137,393,610,2347,474,1919.5,273,820.5,0,0,132,514.6,34,123.9,266,1146.7,474,1922.6,28,78
"11989",6.92,0,0,7.84,3.2,2.16,0,15.66,2.67,11.24,99,6,1.583333333,"∑Ò",54,32,86,0,0,0,314,55,116,253,0,0,0,0,0,86,325.5,51,189.9,35,135.6,0,0,7,10.6,0,0,39,264.1,54,286.3,5,9
"11990",6.84,1.35,0,13.61,5.56,3.74,0,42.16,16.84,10.66,180.5,259,28241.03333,"∑Ò",192,251,406,14,23,0,370,645,913,37,23,42,0,58,89.3,385,714.7,267,509,176,295,0,0,67,116.7,15,23.1,83,104.1,192,278.3,31,86
"11991",5.2,1.56,0,3.22,1.32,0.88,0,149.02,5.41,3.46,225.31,139,37998.3,"∑Ò",100,83,77,1,105,0,179,153,117,57,4,154,0,0,0,183,231.2,125,175.7,58,55.5,0,0,22,20.1,14,32.1,61,66.3,100,121.9,5,20
"11992",5,17.3,1.32,1.01,1.01,1.99,3.43,108.22,11.47,6.51,159.86,222,11763.03333,"∑Ò",205,206,357,49,0,5,516,491,640,266,94,0,7,0,0,411,800.2,311,643.4,100,156.8,0,0,54,93.4,24,54.7,97,207.8,205,414.2,25,77
"11993",1,3.6,0,18.26,7.48,5.02,0,10.04,1.37,4.68,276,147,43655.43333," «",437,481,0,918,0,0,1113,993,0,0,2106,0,0,0,0,918,1643.8,820,1499.2,98,144.6,0,0,152,396,12,17.1,256,426.5,437,897,15,96
"11994",6.04,2.75,0,5.69,2.32,1.56,1.96,34.66,1.45,6.12,95.96,67,5449.85,"∑Ò",53,52,98,5,0,2,100,106,194,1,7,0,4,0,0,105,149.1,67,109.9,38,39.2,0,0,13,20.9,6,6.7,25,34.8,53,72,5,23
"11995",0,1.59,17.4,53.4,2.1,0,34.79,19.34,82.41,0,215.43,190,10364.56667,"∑Ò",322,280,450,21,96,35,1171,783,751,936,36,160,71,0,0,602,1653.7,413,1302.9,189,350.8,0,0,55,115.7,60,131.4,198,746.8,322,1005.7,15,60
"11996",1.66,9.23,33.3,12.23,17.2,1.87,0,31.38,2.31,7.84,157.99,357,29284.08333," «",483,791,903,371,0,0,820,1255,1264,163,648,0,0,0,0,1274,1430.8,966,1104.8,308,326,0,0,44,49.2,132,120.8,284,362.5,483,572.1,43,143
"11997",1.72,3.65,12.75,12.21,2.13,1.43,0,28.43,2.4,8.12,148.8,1109,36479.5,"∑Ò",292,72,364,0,0,0,462,129,488,103,0,0,0,0,0,364,381.9,253,249.9,111,132,0,0,4,4.5,142,98.6,88,80.3,292,295.9,19,31
"11998",7.08,0,0,22.64,9.26,6.21,0,51.3,2.86,9.79,289,752,26868.88333,"∑Ò",359,470,720,18,91,0,631,837,1085,186,37,160,0,184,145.4,645,878.4,577,749.7,252,274.1,0,0,123,106,48,92.9,179,230,359,437.8,33,119
"11999",2.2,0,0,18.06,7.38,4.95,0,14.38,8.08,10.36,199,29,7756.833333,"∑Ò",220,25,0,194,51,0,812,34,0,0,672,174,0,0,0,245,723.6,155,540.1,90,183.5,0,0,4,1.6,0,0,205,667.5,220,702.7,5,0
"12000",1.46,1.05,0,2.68,1.11,0.74,0,11.31,1.66,2.32,125,373,18121.48333,"∑Ò",29,11,29,11,0,0,56,14,21,23,26,0,0,6,3,34,48.3,22,32.3,18,19,0,0,7,10.6,4,5.2,13,21.9,29,42.5,5,9
"12001",1.29,0.94,0,2.41,0.99,0.66,0,10.1,0.62,2.08,125,200,41646.33333,"∑Ò",115,125,204,18,18,0,387,204,279,235,28,49,0,111,94.2,129,369.7,176,368.6,64,95.3,0,0,52,54.2,7,11.6,47,252.2,115,324.6,23,37
"12002",1.46,1.05,0,2.68,1.11,0.74,0,11.31,11.66,2.32,135,161,3597,"∑Ò",126,110,215,3,18,0,352,309,436,174,5,46,0,75,111,161,432.5,161,428.7,75,114.7,0,0,66,116,7,12.9,25,102.5,126,285.9,30,42
"12003",6.04,2.75,0,5.69,5.47,1.56,0,34.67,6.46,6.11,107.15,100,8833.116667,"∑Ò",80,40,108,12,0,0,273,69,158,143,41,0,0,24,18.5,96,257.3,95,251.6,25,24.3,0,0,10,7.9,16,86,33,101.1,80,229.7,12,22
"12004",2.2,13.8,0,18.06,7.38,4.95,0,14.38,13.08,10.36,209,29,2336.833333," «",138,103,121,2,118,0,375,283,234,156,7,261,0,1,0.3,240,540.1,161,443.3,80,97.1,0,0,7,7.2,14,50.9,114,242.6,138,307.8,7,26
"12005",6.04,2.75,0,5.69,2.32,1.56,0,34.67,1.46,6.11,99,45,10961.26667,"∑Ò",78,22,100,0,0,0,209,34,176,67,0,0,0,7,6.5,93,182.4,78,170.5,22,18.4,0,0,10,10.1,1,2.2,41,124.2,78,165.9,14,0
"12006",6.04,2.75,0,5.69,2.32,1.56,0,34.67,1.46,6.11,99,37,5743.133333,"∑Ò",109,42,126,25,0,0,190,60,159,38,53,0,0,12,6.1,139,167.9,88,111.1,63,62.9,0,0,16,17.6,6,18.8,66,78.7,109,137.8,12,21
"12007",1.04,2.75,0.15,5.84,5.47,1.56,0,39.67,1.46,6.11,102.45,249,0,"∑Ò",146,135,269,12,0,0,303,229,459,51,22,0,0,76,85.4,205,288.8,167,256.5,114,117.7,0,0,28,39.1,36,39.3,61,120.4,146,220.3,11,35
"12008",3.9,7.86,0,7.18,2.96,1.99,0,96.28,1.86,6.22,172.9,682,0,"∑Ò",89,85,123,8,43,0,256,272,251,91,23,163,0,15,9.7,159,431.7,145,371.8,29,69.7,0,0,46,102.2,15,21,23,80.5,89,213.6,9,32
"12009",1.29,0.94,0,2.41,0.99,0.66,0,10.1,0.62,2.08,125,201,35051.33333,"∑Ò",270,76,224,122,0,0,874,131,104,682,219,0,0,32,21,314,810.7,273,664.3,73,167.4,0,0,14,8.7,13,52.1,226,648.9,270,736.5,14,40
"12010",1.74,2.71,0,3.21,1.32,0.89,80.31,13.55,4.25,2.78,206.76,147,35769.23333,"∑Ò",158,128,198,5,39,44,304,220,240,141,10,64,69,54,48.2,232,324.5,183,234.6,103,138.1,0,0,73,90.7,22,42.7,43,60.5,158,218.8,25,56
"12011",1.29,0.94,0,2.41,0.99,0.66,2.45,10.1,0.62,2.08,127.45,82,3086.766667,"∑Ò",174,96,135,104,30,1,363,194,179,82,246,45,5,68,95.6,202,328.7,199,325.1,71,99.2,0,0,42,70.3,47,50,74,117.5,174,273.6,21,44
"12012",7.28,0,47.64,28.82,7.66,3.74,0,14.81,8.16,10.66,208.95,0,0,"∑Ò",947,657,1566,38,0,0,1551,918,1944,457,68,0,0,98,79,1506,1600.3,1050,1122.5,554,556.9,0,0,129,139.8,161,202,636,716.3,947,1097.1,51,370
"12013",7.68,5.66,0,10.96,4.49,3.01,18.13,50.31,3.7,12.56,367.13,105,1571.433333,"∑Ò",57,40,79,4,0,14,144,100,128,74,5,0,37,0,0,97,195.6,67,151.5,30,44,0,0,3,9.4,2,1.2,50,96.3,57,114.6,8,21
"12014",1.29,0.94,0,2.41,0.99,0.66,0,10.1,0.62,2.08,125,158,40040.66667,"∑Ò",146,134,205,16,59,0,411,191,239,171,92,100,0,108,59.4,172,382.4,211,350.4,69,91.4,0,0,45,36,0,0,87,243.2,146,331.7,20,39
"12015",1.51,3,0,2.78,1.14,0.76,0,11.68,1.69,2.4,126.6,110,6320.416667,"∑Ò",79,68,121,6,20,0,278,98,184,116,9,67,0,46,45.3,101,255.7,91,205.1,56,95.9,0,0,23,27.5,9,7.6,25,154.9,79,239.4,22,37
"12016",6.84,0,24.91,24.82,8.04,3.74,0,14.81,17.72,10.66,191.3,0,0,"∑Ò",745,465,1140,70,0,0,1348,724,1612,338,122,0,0,0,0,1210,1459.2,845,1155.9,365,303.4,0,0,63,71.7,56,54.7,573,789.4,745,970.6,31,118
